"ID објаве","ID налога","Account username","Име налога",Опис,"Трајање (у секундама)","Publish time","Стална веза","Тип објаве",Коментар,Датум,Прикази,Домет,Дељења,Праћења,Plays,Свиђања,"Број коментара",Чувања
18002493266147626,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","🚀 Upoznajte najpopularnije programske jezike za 2023. godinu. 

5️⃣ Ovo je pet najpopularnijih programskih jezika koji vladaju svetom razvoja softvera ove godine! 

🔥 Pogledajte ovaj brzi pregled u videu i saznajte koji su to jezici koji će oblikovati budućnost. 💻💡

 #Programiranje #ProgramskiJezici #Tehnologija #Reels #Coding #RazvojSoftvera #informacionetehnologije #it #siteForNight #kodiranje #java #python #javascript #php #csharp",13,"10/24/2023 06:10",https://www.instagram.com/reel/CyyJw1ULp_r/,"IG reel",,"Животни век",1129,826,2,1,993,32,5,18
17992710986338210,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","😲 Vreme je za deljenje sa vama pet neverovatnih web sajtova za koje bih voleo da sam ranije saznao! 😲

💻 Od korisnih alata do inspiracije, ovo su mesta na internetu koja bi mi dosta donela da sam ih ranije otkrio. 

🕵️‍♂️ Swipe desno da otkrijete o čemu se radi!

1️⃣ ScreenShot Guru
2️⃣ Notion
3️⃣ Soapbox
4️⃣ SocialBee
5️⃣ Placeit

Obećavam vam da će vam ovi sajtovi promeniti život na bolje! ✨ 

Koje web stranice su vas oduševile u poslednje vreme? Podelite ih sa mnom u komentarima. 👇 

#WebSajtovi #InternetIznenadjenja #OnlineOtkrića #programiranje #kodiranje #website #top5 #programming #coding #kodiranje #it #informacionetehnologije #tehnologija #sitefornight",0,"10/23/2023 05:10",https://www.instagram.com/p/CyvbHdONHse/,"IG carousel",,"Животни век",1312,971,7,3,0,57,0,129
17976904709549688,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","Dobrodošli u svet veštačke inteligencije! 🤖✨

👨‍💻🤖Danas vam predstavljam neke od najpopularnijih AI alata koji transformišu način na koji radimo i komuniciramo. Verujem da ste svi čuli za ChatGPT i da ga koristite, ali današnje tržište pruža još mnogo toga. 💻

#vestackainteligencija #chatgpt #ai #programiranje #sitefornight #kodiranje #tehnologija",0,"10/22/2023 04:10",https://www.instagram.com/p/CysvGzeNTNL/,"IG image",,"Животни век",1555,1320,7,1,0,50,7,114
18238673530237470,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","🚀 Dobrodošli u budućnost tehnologije! 🌟
U 2023. godini, tehnološki svet je prepun uzbudljivih mogućnosti i perspektiva za karijere. Ako sanjate o radu u jednom od najinovativnijih polja, evo 10 najboljih tehnoloških karijera koje obećavaju!

Nema boljeg trenutka da započnete svoju tehnološku karijeru. Izazovi su ogromni, a nagrade su neizmerne. 🌠
Pratite svoje strasti, učite neprestano i budite spremni za avanturu! 💼💡 #Tehnologija #BudućnostKarijere #Inovacije #ZapočniSada #programiranje #kodiranje #siteForNight #informacionetehnologije",0,"10/20/2023 13:10",https://www.instagram.com/p/Cyol3yKtnmU/,"IG carousel",,"Животни век",1023,753,4,1,0,32,0,29
18001848929146718,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","🔒🌐 Čuvajte svoju privatnost na internetu - Evo nekoliko ključnih saveta! 🕵️‍♂️💻

Sledite ove korake kako biste zaštitili svoju digitalnu privatnost! 🛡️

#PrivatnostNaInternetu #OnlineSigurnost #programiranje #kodiranje #sitefornight #privatnost #tehnologija #informacionetehnologije",0,"10/19/2023 13:10",https://www.instagram.com/p/CymDQDBLiBD/,"IG carousel",,"Животни век",930,669,2,1,0,49,0,39
18001356056136803,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","🐧💻 Zašto programeri vole Linux? 

🤔 To pitanje ima mnogo odgovora, ali u ovom kratkom Reels-u ćemo istražiti nekoliko ključnih razloga! 🚀

Prvo, Linux je slobodan i otvorenog koda, što znači da možete prilagoditi sve kako vam odgovara. 💪 To donosi potpunu kreativnu slobodu programerima!

Linux je takođe poznat po svojoj stabilnosti i pouzdanosti, što je esencijalno za razvoj softvera. 🛠️

Ne zaboravimo ni moćan terminal! 💬 Za programere, ovaj alat je prava riznica i olakšava mnoge zadatke.

Naravno, tu je i ogromna Linux zajednica i beskrajni resursi za podršku. 🌐

Zato, ako ste programer ili razmišljate o tome da postanete jedan, Linux bi mogao biti vaš najbolji saveznik. 👩‍💻👨‍💻

Da li i vi volite Linux? ❤️ Ostavite komentar i podelite svoje razloge! 👇

#Programiranje #Linux #OpenSource #Developeri #SlobodaKoda #Zajednica #programiranje #kodiranje #tehnologija #informacioneTehnologije #sitefornight",62,"10/19/2023 04:10",https://www.instagram.com/reel/Cyk_GI9Lkn3/,"IG reel",,"Животни век",773,559,0,0,664,30,0,10
17976698066377887,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","Python - Univerzalni čarobnjak programiranja! 🐍💻

Dobrodošli u svet Python programiranja, gde su mogućnosti gotovo beskrajne! 🚀 Ovaj jezik nudi elegantnu sintaksu i ogroman ekosistem biblioteka koje će vam pomoći da ostvarite sve svoje zamisli.

💡 Možete se fokusrati na razvoj web aplikacija uz Django radni okvir, analizirati podatke koristeći Pandas biblioteku, razvijati aplikacije za mašinsko učenje i veštačku inteligenciju uz TensorFlow, automatizovati zadatke uz Selenium, i još mnogo toga!

🌐 Python je prisutan u svim sferama, od razvoja softvera i istraživanja do računarstva u oblaku i IoT projekata.

Ako želite da naučite programirati ili ste već iskusni developer, Python je odličan izbor za vas. Podelite Vaše omiljene Python mogućnosti u komentarima i inspirišite druge da se pridruže čarobnom svetu programiranja. 🌟 #PythonProgramming #CodingMagic #ProgrammingWorld #LearnPython #programiranje #sitefornight #kodiranje #informacionetehnologije #tehnologije",0,"10/18/2023 12:10",https://www.instagram.com/p/CyjS3EVNCGz/,"IG carousel",,"Животни век",737,543,1,1,0,29,0,22
17862767589019784,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","Zaronite sa mnom u svet kodiranja! 🖥️❤️ 
U ovom Reels-u, istražujemo razloge zašto programiranje postaje strast za mnoge od nas. Od kreativnih rešenja do rešavanja problema, programiranje je način da oblikujemo budućnost i stvaramo tehnološka čuda. Pogledajte ovaj kratki video da saznate zašto smo zaljubljeni u svet algoritama, linija koda i beskrajnih mogućnosti. 🚀💡
 #Programiranje #Kodiranje #LjubavPremaTehnologiji #informacionetehnologije #sitefornight #it #tehnologija #nauciprogramiranje",36,"10/18/2023 03:10",https://www.instagram.com/reel/CyiYxwEsg1O/,"IG reel",,"Животни век",672,499,3,0,574,18,0,5
18041914534555280,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","🚀 Preuzmi eBook potpuno BESPLATNO! 📚

Dragi pratioci, sa velikim zadovoljstvom želim da podelim sa vama da je eBook ""Kako bih učio programiranje (da počinjem ispočetka)"" gotov! 📖💻

💻U ovom eBook-u ćete pronaći sve korake i savete kako da započnete svoju karijeru u svetu programiranja, bez obzira na vaš trenutni nivo veština. 

💹Od toga kako učiti osnove do pripreme za tehničke intervjue, pokriveno je sve.

👉 Kako doći do svog primerka?
1️⃣ Zaprati @site_for_night profil, ako već nisi.
2️⃣ Pošalji mi svoju email adresu u poruci na instagramu.
3️⃣ U najkraćem roku dobijaš eBook na svoj email! 📧

✨Neka vaša avantura u programiranju počne uz ovaj besplatni eBook. Ne zaboravite da podelite ovu vest sa svojim prijateljima koji takođe žele da započnu svoj put u svetu programiranja. 💪

🌐 Hvala svima na podršci i ne zaboravite da pratite @site_for_night za još korisnih resursa i buduće eBook-ove! 🌟

PS: Na 500 pratilaca ide još jedno iznenadjenje potpuno besplatno! 🆓

#programiranje #kodiranje #sitefornight #informacionetehnologije #tehnologije #giveawaysrbija #it #ebook",0,"10/17/2023 00:10",https://www.instagram.com/p/Cyff6zBN1iI/,"IG image",,"Животни век",1355,1090,17,49,0,69,23,51
18041667925541916,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","""Dobrodošli u svet veštačke inteligencije! 🤖✨
Danas vam predstavjam neke od najpopularnijih AI alata koji transformišu način na koji radimo i komuniciramo. Verujem da ste svi čuli za ChatGPT i da ga koristite, ali današnje tržište pruža još mnogo toga. Listajte i saznajte.🌐 (PART2)

#vestackainteligencija #chatgpt #ai #programiranje #sitefornight #kodiranje #tehnologija",0,"10/16/2023 13:10",https://www.instagram.com/p/CyeSucNNc40/,"IG carousel",,"Животни век",737,559,6,1,0,26,0,59
18041302543534695,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","👾 Razbijanje Lažnih Mitova o Programiranju 👾

🤖🌐 U ovom Reels-u, razbijaćemo neke od najčešćih lažnih mitova koji okružuju ovu fascinantnu oblast!

📌 Mit #1: ""Moraš da budeš dobar matematičar"" - Netačno! Programiranje je veština za koju matematika može biti bitna, ali u većini slučajeva to nije. Znam jako puno ljudi kojima matematika nije jača strana, a postali su jako dobri u struci.

📌 Mit #2: ""Programiranje je samo za mlade ljude"" - Neistina! Postoji jako puno starijih ljudi koji su dobili posao u struci i oborili ovaj mit na ličnom primeru!

📌 Mit #3: ""Moraš poznavati veliki broj programskih jezika"" - Netačno! Na poslu si jako često ograničen na uzak broj programskih jezika u kojima radiš i poznavanje više od toga nije obavezno i čak većina ljudi je usko stručna samo za one jezike koje koriste na poslu.

📌 Mit #4: ""Potrebna ti je fakultetska diploma"" - Daleko od istine! Veliki broj ljudi u industriji ima završenu samo srednju školu, a veliki su stručnjaci i ponekad zaradjuju i više od ljudi sa diplomom sa fakulteta!

📌 Mit #5: ""Moraš da zapamtiš celu sintaksu jezika i sve komande"" - Netačno! Većina stvari se ne zapamti napamet i za dosta stvari se koristi Google ili ChatGPT, čak iako ste to već nekad radili!

Neka ovaj video bude inspiracija svima koji razmišljaju o početku karijere u programiranju i raskrinkavanju tih lažnih verovanja. 👩‍💻👨‍💻

#Programiranje #LažniMitovi #RazvojSoftvera #Programeri #RealnostProgramiranja #Edukacija #Reels #informacionetehnologije #kodiranje #sitefornight",31,"10/16/2023 02:10",https://www.instagram.com/reel/CydHtwEOA2N/,"IG reel",,"Животни век",822,656,3,1,723,32,0,9
17985517274389371,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","📈🔝Još jedna objava sa popularnim pitanjima na tehničkom delu intervjua. 
🙋‍♂️🧑‍💻Sačuvajte, biće vam potrebno!
#intervju #pitanja #pitanjaiodgovori #programiranje #tehnologija #informacionetehnologije #kodiranje #sitefornight",0,"10/15/2023 09:10",https://www.instagram.com/p/CybVA_jI5re/,"IG carousel",,"Животни век",694,544,0,0,0,29,0,23
18018778918798502,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","U ovom kratkom videu otkrivam nekoliko iznenađujućih razloga zašto možda ne biste trebali razmatrati karijeru programera. 😱🤯
Pogledajte video kako biste saznali više o tim razlozima i razmislili o alternativnim putevima u svetu tehnologije! 🖥️📲",48,"10/15/2023 04:10",https://www.instagram.com/reel/CyavAuoICKl/,"IG reel",,"Животни век",899,779,7,5,828,21,0,20
17983485713522900,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","Project IDX je Google-ov novi alat, posebno razvijen za programere. Kao digitalna radionica, omogućava jednostavno stvaranje aplikacija i softvera. 💻🚀 #Google #ProjectIDX #RazvojAplikacija #Programiranje #tehnologija #informacionetehnologije #kodiranje #siteForNight",0,"10/14/2023 10:10",https://www.instagram.com/p/CyYwtD0Izt9/,"IG carousel",,"Животни век",769,595,5,2,0,31,3,26
17957002655664482,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","10 razloga zašto je super biti programer! 🔥💻 
Pogledajte video i otkrijte zašto smo zaljubljeni u ovu struku! 💡 #Programeri #TechLife #programiranje #tehnologija #top10 #desetrazlogaza #informacionetehnologije #sitefornight",35,"10/14/2023 04:10",https://www.instagram.com/reel/CyYK8inIiAE/,"IG reel",,"Животни век",633,517,6,1,572,25,0,10
17976877994362075,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","“Zašto programeri rade noću? 🌙💻 U ovom Reelsu ću vam otkriti razloge zašto mnogi programeri biraju raditi kad svetlo dana izbledi. Pogledajte kako biste saznali kako noćna atmosfera može inspirisati kreativnost i produktivnost kod programera. #Programiranje #NoćniRad #Kreativnost #sitefornight #tehnologija #informacionetehnologije #kodiranje",28,"10/13/2023 10:10",https://www.instagram.com/reel/CyWRsvsIJIH/,"IG reel",,"Животни век",746,611,6,0,688,30,1,22
18014928616742090,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","Želite da dobijete zavidno znanje frontend-a za samo 50 dana? 🚀💻 Ovo nije san, već mogućnost! Sa posvećenošću, strpljenjem i kontinuiranim učenjem, možete naučiti sve što vam je potrebno za izgradnju poprilično dobrih korisničkih interfejsa. ✨🌆 #FrontendMaster #UčenjeNa50Dana #WebDevelopment #NeverStopLearning #programiranje #sitefornight #veb #web #tehnologija #kodiranje #informacionetehnologije",0,"10/13/2023 04:10",https://www.instagram.com/p/CyVn91Tog0w/,"IG carousel",,"Животни век",657,537,12,2,0,32,0,26
17887764317861910,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","""Dobrodošli u svet veštačke inteligencije! 🤖✨
Danas vam predstavjam neke od najpopularnijih AI alata koji transformišu način na koji radimo i komuniciramo. Verujem da ste svi čuli za ChatGPT i da ga koristite, ali današnje tržište pruža još mnogo toga. Listajte i saznajte.🌐

#vestackainteligencija #chatgpt #ai #programiranje #sitefornight #kodiranje #tehnologija",0,"10/12/2023 10:10",https://www.instagram.com/p/CyTnyV3Nmhz/,"IG carousel",,"Животни век",668,534,11,0,0,31,1,55
18007788547991913,17841449769169171,site_for_night,"TEHNOLOGIJA | PROGRAMIRANJE | IT","🚀 Vrste Programiranja! 💻✨

🌟 Kroz ovu brzu vožnju, istražićemo različite vrste programiranja. Od imperativnog do deklarativnog, objektno orijentisano, funkcionalnog, i mnogo više! Pratite me dok skeniramo tajanstvene staze ovih jezika! 🛤️

💡 Koja vrsta programiranja vas najviše zanima? Delite vaše mišljenje u komentarima! ⬇️

#Programiranje #informacionetehnologije #siteForNight #tehnologija #kodiranje #vrsteProgramiranja 📱💬",57,"10/12/2023 03:10",https://www.instagram.com/reel/CyS2SZGLipr/,"IG reel",,"Животни век",551,460,2,0,491,22,1,14
